enhet,unit_name,fil,blad,vecka,ar,datum,veckodag,matratt,kommentar,portionsvikt_g,bestallda_portioner,serverade_portioner,kokssvinn_kg,serveringssvinn_kg,tallrikssvinn_kg,totalt_svinn_kg,kokssvinn_pct,serveringssvinn_pct,tallrikssvinn_pct,totalt_svinn_pct,matratt_norm
Havets förskola,Havets förskola,Havets förskola.xlsx,v.39,39,2025,2025-09-26,Fredag,,,275.0,40.0,40.0,0.8,0.3,1.1,0.0727272727272727,0.0272727272727272,0.1,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.40,40,2025,2025-09-29,Måndag,"ostgratinerad korv, mos",,275.0,38.0,38.0,0.9,0.3,1.2,0.0861244019138756,0.0287081339712918,0.1148325358851674,,,"ostgratinerad korv, mos"
Havets förskola,Havets förskola,Havets förskola.xlsx,v.40,40,2025,2025-09-30,Tisdag,pasta ost o skinksås,,275.0,45.0,45.0,0.7,0.4,1.1,0.0565656565656565,0.0323232323232323,0.0888888888888888,,,pasta ost o skinksås
Havets förskola,Havets förskola,Havets förskola.xlsx,v.40,40,2025,2025-10-01,Onsdag,"pankofisk, pot kall sås",,275.0,51.0,51.0,1.0,0.6,1.6,0.071301247771836,0.0427807486631016,0.1140819964349376,,,"pankofisk, pot kall sås"
Havets förskola,Havets förskola,Havets förskola.xlsx,v.40,40,2025,2025-10-02,Torsdag,"spagetti, köttfärssås",,275.0,48.0,48.0,1.0,0.3,1.3,0.0757575757575757,0.0227272727272727,0.0984848484848485,,,"spagetti, köttfärssås"
Havets förskola,Havets förskola,Havets förskola.xlsx,v.40,40,2025,2025-10-03,Fredag,"schnitzel,pot,sås,gurka",,275.0,40.0,40.0,0.9,0.5,1.4,0.0,0.0,0.0,,,"schnitzel,pot,sås,gurka"
Havets förskola,Havets förskola,Havets förskola.xlsx,v.41,41,2025,2025-10-06,Måndag,,,275.0,42.0,42.0,0.8,0.3,1.1,0.0692640692640692,0.0259740259740259,0.0952380952380952,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.41,41,2025,2025-10-07,Tisdag,,,275.0,51.0,8.0,0.3,0.3,0.6,0.0213903743315508,0.0213903743315508,0.0427807486631016,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.41,41,2025,2025-10-08,Onsdag,,,275.0,45.0,45.0,2.1,1.0,3.1,0.1696969696969697,0.0808080808080808,0.2505050505050505,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.41,41,2025,2025-10-09,Torsdag,,,275.0,47.0,47.0,2.0,0.5,2.5,0.1547388781431334,0.0386847195357833,0.1934235976789168,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.41,41,2025,2025-10-10,Fredag,,,275.0,39.0,39.0,0.1,0.5,0.6,0.0093240093240093,0.0466200466200466,0.0559440559440559,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.42,42,2025,2025-10-13,Måndag,,,275.0,38.0,38.0,1.3,1.4,2.7,0.1244019138755981,0.1339712918660287,0.2583732057416268,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.42,42,2025,2025-10-14,Tisdag,,,275.0,50.0,50.0,1.3,1.2,2.5,0.0945454545454545,0.0872727272727272,0.1818181818181818,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.42,42,2025,2025-10-15,Onsdag,,,275.0,46.0,46.0,0.7,0.4,1.1,0.0553359683794466,0.0316205533596837,0.0869565217391304,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.42,42,2025,2025-10-16,Torsdag,,,275.0,50.0,50.0,1.3,1.4,2.7,0.0945454545454545,0.1018181818181818,0.1963636363636363,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.42,42,2025,2025-10-17,Fredag,,,275.0,44.0,44.0,0.7,0.4,1.1,0.0578512396694214,0.0330578512396694,0.0909090909090909,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.43,43,2025,2025-10-20,Måndag,,,275.0,43.0,43.0,1.3,1.0,2.3,0.1099365750528541,0.0845665961945031,0.1945031712473573,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.43,43,2025,2025-10-21,Tisdag,,,275.0,49.0,49.0,1.1,0.7,1.8,0.0816326530612245,0.0519480519480519,0.1335807050092764,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.43,43,2025,2025-10-22,Onsdag,,,275.0,50.0,50.0,1.2,0.7,1.9,0.0872727272727272,0.0509090909090909,0.1381818181818181,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.43,43,2025,2025-10-23,Torsdag,,Har ringt om detta.,275.0,52.0,52.0,2.5,0.7,3.2,0.1748251748251748,0.0489510489510489,0.2237762237762237,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.43,43,2025,2025-10-24,Fredag,,,275.0,42.0,42.0,0.2,0.3,0.5,0.0173160173160173,0.0259740259740259,0.0432900432900432,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.44,44,2025,2025-10-27,Måndag,Panerad fisk och mos,,275.0,39.0,39.0,0.3,0.3,0.6,0.0279720279720279,0.0279720279720279,0.0559440559440559,,,panerad fisk och mos
Havets förskola,Havets förskola,Havets förskola.xlsx,v.44,44,2025,2025-10-28,Tisdag,Kålpudding.,,275.0,46.0,46.0,1.2,0.7,1.9,0.0948616600790513,0.0553359683794466,0.150197628458498,,,kålpudding.
Havets förskola,Havets förskola,Havets förskola.xlsx,v.44,44,2025,2025-10-29,Onsdag,Kycklingklubba,,275.0,46.0,46.0,1.0,1.2,2.2,0.0790513833992094,0.0948616600790513,0.1739130434782609,,,kycklingklubba
Havets förskola,Havets förskola,Havets förskola.xlsx,v.44,44,2025,2025-10-30,Torsdag,Gulaschsoppa,,275.0,42.0,42.0,0.7,1.2,1.9,0.0606060606060606,0.1038961038961038,0.1645021645021644,,,gulaschsoppa
Havets förskola,Havets förskola,Havets förskola.xlsx,v.44,44,2025,2025-10-31,Fredag,Spaghetti och köttfärssås.,,275.0,27.0,27.0,1.3,0.3,1.6,0.1750841750841751,0.0404040404040404,0.2154882154882155,,,spaghetti och köttfärssås.
Havets förskola,Havets förskola,Havets förskola.xlsx,v.45,45,2025,2025-11-04,Tisdag,Sprödbakad torsk.,,275.0,44.0,44.0,1.9,1.7,3.5999999999999996,0.1570247933884297,0.140495867768595,0.2975206611570247,,,sprödbakad torsk.
Havets förskola,Havets förskola,Havets förskola.xlsx,v.45,45,2025,2025-11-05,Onsdag,Kalops,,275.0,49.0,49.0,0.3,0.6,0.8999999999999999,0.0222634508348794,0.0445269016697588,0.0667903525046382,,,kalops
Havets förskola,Havets förskola,Havets förskola.xlsx,v.45,45,2025,2025-11-06,Torsdag,,,275.0,49.0,49.0,0.7,1.4,2.0999999999999996,0.0519480519480519,0.1038961038961038,0.1558441558441558,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.45,45,2025,2025-11-07,Fredag,,,275.0,44.0,44.0,0.4,1.3,1.7000000000000002,0.0330578512396694,0.1074380165289256,0.140495867768595,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.46,46,2025,2025-11-10,Måndag,Pastagratäng,,275.0,43.0,43.0,0.7,1.6,2.3,0.0591966173361522,0.135306553911205,0.1945031712473573,,,pastagratäng
Havets förskola,Havets förskola,Havets förskola.xlsx,v.46,46,2025,2025-11-11,Tisdag,Blomkålssoppa,,275.0,52.0,52.0,0.6,0.7,1.2999999999999998,0.0419580419580419,0.0489510489510489,0.0909090909090909,,,blomkålssoppa
Havets förskola,Havets förskola,Havets förskola.xlsx,v.46,46,2025,2025-11-12,Onsdag,Kycklingfajitas,,275.0,49.0,49.0,1.7,0.8,2.5,0.1261595547309833,0.059369202226345,0.1855287569573284,,,kycklingfajitas
Havets förskola,Havets förskola,Havets förskola.xlsx,v.46,46,2025,2025-11-13,Torsdag,Fiskgratäng,,275.0,50.0,50.0,1.9,0.7,2.5999999999999996,0.1381818181818181,0.0509090909090909,0.189090909090909,,,fiskgratäng
Havets förskola,Havets förskola,Havets förskola.xlsx,v.46,46,2025,2025-11-14,Fredag,Pannbiff,,275.0,41.0,41.0,0.9,0.6,1.5,0.0798226164079822,0.0532150776053215,0.1330376940133037,,,pannbiff
Havets förskola,Havets förskola,Havets förskola.xlsx,v.47,47,2025,2025-11-17,Måndag,Ugnstekt falukorv och mos,,275.0,44.0,44.0,0.5,0.6,1.1,0.0413223140495867,0.0495867768595041,0.0909090909090909,,,ugnstekt falukorv och mos
Havets förskola,Havets förskola,Havets förskola.xlsx,v.47,47,2025,2025-11-18,Tisdag,Köttfärssås,,275.0,48.0,48.0,1.9,1.5,3.4,0.1439393939393939,0.1136363636363636,0.2575757575757575,,,köttfärssås
Havets förskola,Havets förskola,Havets förskola.xlsx,v.47,47,2025,2025-11-19,Onsdag,Fiskburgare,,275.0,44.0,44.0,0.3,0.5,0.8,0.024793388429752,0.0413223140495867,0.0661157024793388,,,fiskburgare
Havets förskola,Havets förskola,Havets förskola.xlsx,v.47,47,2025,2025-11-20,Torsdag,Gulaschsoppa,,275.0,49.0,49.0,0.2,0.4,0.6000000000000001,0.0148423005565862,0.0296846011131725,0.0445269016697588,,,gulaschsoppa
Havets förskola,Havets förskola,Havets förskola.xlsx,v.47,47,2025,2025-11-21,Fredag,Färsrätt,,275.0,33.0,33.0,0.4,0.2,0.6000000000000001,0.0440771349862259,0.0220385674931129,0.0661157024793388,,,färsrätt
Havets förskola,Havets förskola,Havets förskola.xlsx,v.48,48,2025,2025-11-24,Måndag,Kycklingwok,,275.0,40.0,40.0,2.0,0.3,2.3,0.1818181818181818,0.0272727272727272,0.209090909090909,,,kycklingwok
Havets förskola,Havets förskola,Havets förskola.xlsx,v.48,48,2025,2025-11-25,Tisdag,Tacofisk,,275.0,51.0,51.0,2.0,1.2,3.2,0.142602495543672,0.0855614973262032,0.2281639928698752,,,tacofisk
Havets förskola,Havets förskola,Havets förskola.xlsx,v.48,48,2025,2025-11-26,Onsdag,Falafel,inte populärt,275.0,48.0,48.0,3.5,1.0,4.5,0.2651515151515151,0.0757575757575757,0.3409090909090909,,,falafel
Havets förskola,Havets förskola,Havets förskola.xlsx,v.48,48,2025,2025-11-27,Torsdag,köttsoppa,,275.0,47.0,47.0,0.3,0.3,0.6,0.02321083172147,0.02321083172147,0.04642166344294,,,köttsoppa
Havets förskola,Havets förskola,Havets förskola.xlsx,v.48,48,2025,2025-11-28,Fredag,Chili con carne,,275.0,40.0,40.0,1.0,0.6,1.6,0.0909090909090909,0.0545454545454545,0.1454545454545454,,,chili con carne
Havets förskola,Havets förskola,Havets förskola.xlsx,v.49,49,2025,2025-12-01,Måndag,pasta ost o skinksås,,275.0,45.0,45.0,2.2,0.8,3.0,0.1777777777777777,0.0646464646464646,0.2424242424242424,,,pasta ost o skinksås
Havets förskola,Havets förskola,Havets förskola.xlsx,v.49,49,2025,2025-12-02,Tisdag,kyckling ris currysås,,275.0,49.0,49.0,2.5,0.7,3.2,0.1855287569573284,0.0519480519480519,0.2374768089053803,,,kyckling ris currysås
Havets förskola,Havets förskola,Havets förskola.xlsx,v.49,49,2025,2025-12-03,Onsdag,kökets fisk potatis sås,,275.0,47.0,47.0,1.1,0.4,1.5,0.0851063829787234,0.0309477756286266,0.11605415860735,,,kökets fisk potatis sås
Havets förskola,Havets förskola,Havets förskola.xlsx,v.49,49,2025,2025-12-04,Torsdag,klar grönsakssoppa,i princip inga barn åt,275.0,50.0,50.0,4.0,0.3,4.3,0.2909090909090909,0.0218181818181818,0.3127272727272727,,,klar grönsakssoppa
Havets förskola,Havets förskola,Havets förskola.xlsx,v.50,50,2025,2025-12-08,Måndag,Pytt,,275.0,43.0,43.0,2.2,0.4,2.6,0.186046511627907,0.0338266384778012,0.2198731501057082,,,pytt
Havets förskola,Havets förskola,Havets förskola.xlsx,v.50,50,2025,2025-12-09,Tisdag,panerad fisk sås pot,,275.0,49.0,49.0,1.0,0.3,1.3,0.0742115027829313,0.0222634508348794,0.0964749536178107,,,panerad fisk sås pot
Havets förskola,Havets förskola,Havets förskola.xlsx,v.50,50,2025,2025-12-10,Onsdag,"skinkstek, potatis sås",,275.0,54.0,54.0,1.3,0.3,1.6,0.0875420875420875,0.0202020202020202,0.1077441077441077,,,"skinkstek, potatis sås"
Havets förskola,Havets förskola,Havets förskola.xlsx,v.50,50,2025,2025-12-11,Torsdag,kycklingkorvgryta ris,,275.0,53.0,53.0,0.9,0.4,1.3,0.0617495711835334,0.0274442538593482,0.0891938250428816,,,kycklingkorvgryta ris
Havets förskola,Havets förskola,Havets förskola.xlsx,v.50,50,2025,2025-12-12,Fredag,lasagne al forno,BÄST,275.0,42.0,42.0,0.2,0.2,0.4,0.0173160173160173,0.0173160173160173,0.0346320346320346,,,lasagne al forno
Havets förskola,Havets förskola,Havets förskola.xlsx,v.51,51,2025,2025-12-15,Måndag,,,275.0,42.0,42.0,1.0,34.0,35.0,0.0865800865800865,2.9437229437229435,3.0303030303030303,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.51,51,2025,2025-12-16,Tisdag,,,275.0,48.0,48.0,0.2,0.1,0.3,0.0151515151515151,0.0075757575757575,0.0227272727272727,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.51,51,2025,2025-12-17,Onsdag,,,275.0,51.0,51.0,1.5,0.4,1.9,0.106951871657754,0.0285204991087344,0.1354723707664884,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.51,51,2025,2025-12-18,Torsdag,,,275.0,48.0,48.0,0.8,0.2,1.0,0.0606060606060606,0.0151515151515151,0.0757575757575757,,,
Havets förskola,Havets förskola,Havets förskola.xlsx,v.51,51,2025,2025-12-19,Fredag,,,275.0,33.0,33.0,0.6,0.3,0.8999999999999999,0.0661157024793388,0.0330578512396694,0.0991735537190082,,,
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.2,2,2025,2025-01-08,Onsdag,Thaigryta med kyckling,,400.0,592.0,592.0,6.0,6.0,11.0,23.0,0.0253378378378378,0.0253378378378378,0.0464527027027027,0.0971283783783783,thaigryta med kyckling
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.2,2,2025,2025-01-09,Torsdag,Pan fisk remolade,,400.0,528.0,528.0,5.0,4.0,8.0,17.0,0.0236742424242424,0.0189393939393939,0.0378787878787878,0.0804924242424242,pan fisk remolade
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.2,2,2025,2025-01-10,Fredag,Spaghetti köttfärsås,,400.0,652.0,652.0,6.0,5.0,9.0,20.0,0.0230061349693251,0.0191717791411042,0.0345092024539877,0.0766871165644171,spaghetti köttfärsås
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.3,3,2025,2025-01-13,Måndag,Nasi Goreng,,400.0,518.0,518.0,9.0,6.0,13.0,28.0,0.0434362934362934,0.0289575289575289,0.0627413127413127,0.1351351351351351,nasi goreng
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.3,3,2025,2025-01-14,Tisdag,Fiskburgare,,400.0,496.0,496.0,5.0,5.0,9.0,19.0,0.0252016129032258,0.0252016129032258,0.0453629032258064,0.095766129032258,fiskburgare
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.3,3,2025,2025-01-15,Onsdag,Pasta kycklingsås,,400.0,528.0,528.0,5.0,4.0,7.0,16.0,0.0236742424242424,0.0189393939393939,0.0331439393939393,0.0757575757575757,pasta kycklingsås
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.3,3,2025,2025-01-16,Torsdag,Ärtsoppa,,400.0,624.0,624.0,4.0,5.0,9.0,18.0,0.016025641025641,0.0200320512820512,0.0360576923076923,0.0721153846153846,ärtsoppa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.3,3,2025,2025-01-17,Fredag,Tikka masala,,400.0,554.0,554.0,4.0,5.0,9.0,18.0,0.0180505415162454,0.0225631768953068,0.0406137184115523,0.0812274368231047,tikka masala
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.4,4,2025,2025-01-20,Måndag,Korv potatismos,,400.0,544.0,544.0,4.0,5.0,9.0,18.0,0.0183823529411764,0.0229779411764705,0.041360294117647,0.0827205882352941,korv potatismos
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.4,4,2025,2025-01-21,Tisdag,Spaghetti het sås,,400.0,528.0,528.0,4.0,5.0,9.0,18.0,0.0189393939393939,0.0236742424242424,0.0426136363636363,0.0852272727272727,spaghetti het sås
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.4,4,2025,2025-01-22,Onsdag,fiskpanetter,,400.0,560.0,560.0,5.0,4.0,10.0,19.0,0.0223214285714285,0.0178571428571428,0.0446428571428571,0.0848214285714285,fiskpanetter
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.4,4,2025,2025-01-23,Torsdag,Kycklingwok,,400.0,544.0,544.0,5.0,5.0,10.0,20.0,0.0229779411764705,0.0229779411764705,0.0459558823529411,0.0919117647058823,kycklingwok
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.4,4,2025,2025-01-24,Fredag,Köttfärslimpa,,400.0,562.0,562.0,5.0,4.0,10.0,19.0,0.0222419928825622,0.0177935943060498,0.0444839857651245,0.0845195729537366,köttfärslimpa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.5,5,2025,2025-01-27,Måndag,Kassler,,400.0,592.0,592.0,6.0,5.0,9.0,20.0,0.0253378378378378,0.0211148648648648,0.0380067567567567,0.0844594594594594,kassler
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.5,5,2025,2025-01-28,Tisdag,Fisk kall sås,,400.0,480.0,480.0,4.0,5.0,9.0,18.0,0.0208333333333333,0.0260416666666666,0.046875,0.09375,fisk kall sås
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.5,5,2025,2025-01-29,Onsdag,Potatisbullar korv,,400.0,480.0,480.0,5.0,4.0,9.0,18.0,0.0260416666666666,0.0208333333333333,0.046875,0.09375,potatisbullar korv
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.5,5,2025,2025-01-30,Torsdag,Tomatsoppa,,400.0,516.0,516.0,4.0,4.0,10.0,18.0,0.0193798449612403,0.0193798449612403,0.0484496124031007,0.0872093023255814,tomatsoppa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.5,5,2025,2025-01-31,Fredag,Schnitzel,,400.0,528.0,528.0,5.0,4.0,9.0,18.0,0.0236742424242424,0.0189393939393939,0.0426136363636363,0.0852272727272727,schnitzel
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.6,6,2025,2025-02-03,Måndag,Pasta paprikasås,,400.0,496.0,496.0,4.0,5.0,10.0,19.0,0.0201612903225806,0.0252016129032258,0.0504032258064516,0.095766129032258,pasta paprikasås
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.6,6,2025,2025-02-04,Tisdag,Fiskgratäng,,400.0,496.0,496.0,4.0,7.0,10.0,21.0,0.0201612903225806,0.0352822580645161,0.0504032258064516,0.1058467741935483,fiskgratäng
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.6,6,2025,2025-02-05,Onsdag,Järpar,,400.0,480.0,480.0,5.0,5.0,9.0,19.0,0.0260416666666666,0.0260416666666666,0.046875,0.0989583333333333,järpar
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.6,6,2025,2025-02-06,Torsdag,Kebabpytt,,400.0,496.0,496.0,4.0,5.0,9.0,18.0,0.0201612903225806,0.0252016129032258,0.0453629032258064,0.0907258064516129,kebabpytt
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.6,6,2025,2025-02-07,Fredag,Kycklinggryta,,400.0,528.0,528.0,5.0,5.0,9.5,19.5,0.0236742424242424,0.0236742424242424,0.0449810606060606,0.0923295454545454,kycklinggryta
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.7,7,2025,2025-02-10,Måndag,"Falukorv, mos",,400.0,480.0,480.0,5.0,4.0,10.0,19.0,0.0260416666666666,0.0208333333333333,0.0520833333333333,0.0989583333333333,"falukorv, mos"
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.7,7,2025,2025-02-11,Tisdag,Blomkålsoppa,,400.0,420.0,420.0,4.0,4.0,9.0,17.0,0.0238095238095238,0.0238095238095238,0.0535714285714285,0.1011904761904761,blomkålsoppa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.7,7,2025,2025-02-12,Onsdag,kycklinglasagne,,400.0,448.0,448.0,5.0,5.0,11.0,21.0,0.0279017857142857,0.0279017857142857,0.0613839285714285,0.1171875,kycklinglasagne
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.7,7,2025,2025-02-13,Torsdag,Pankofisk,,400.0,496.0,496.0,3.0,5.0,10.0,18.0,0.0151209677419354,0.0252016129032258,0.0504032258064516,0.0907258064516129,pankofisk
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.7,7,2025,2025-02-14,Fredag,Köttfärsgryta,,400.0,432.0,432.0,4.0,4.0,9.0,17.0,0.0231481481481481,0.0231481481481481,0.0520833333333333,0.0983796296296296,köttfärsgryta
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.9,9,2025,2025-02-24,Måndag,korvgryta,,400.0,464.0,464.0,5.0,5.0,11.0,21.0,0.0269396551724137,0.0269396551724137,0.0592672413793103,0.1131465517241379,korvgryta
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.9,9,2025,2025-02-25,Tisdag,stekt fisk,,400.0,560.0,560.0,4.0,5.0,9.0,18.0,0.0178571428571428,0.0223214285714285,0.0401785714285714,0.0803571428571428,stekt fisk
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.9,9,2025,2025-02-26,Onsdag,Quornbiff,,400.0,624.0,624.0,5.0,8.0,10.0,23.0,0.0200320512820512,0.032051282051282,0.0400641025641025,0.0921474358974359,quornbiff
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.9,9,2025,2025-02-27,Torsdag,Kött soppa,,400.0,492.0,492.0,4.0,5.0,9.0,18.0,0.0203252032520325,0.0254065040650406,0.0457317073170731,0.0914634146341463,kött soppa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.9,9,2025,2025-02-28,Fredag,Köttbullar,,400.0,624.0,624.0,6.0,5.0,9.0,20.0,0.0240384615384615,0.0200320512820512,0.0360576923076923,0.0801282051282051,köttbullar
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.10,10,2025,2025-03-03,Måndag,pastagratäng,,400.0,432.0,432.0,5.0,4.0,9.0,18.0,0.0289351851851851,0.0231481481481481,0.0520833333333333,0.1041666666666666,pastagratäng
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.10,10,2025,2025-03-05,Onsdag,fisk spenat,,400.0,560.0,560.0,5.0,5.0,8.0,18.0,0.0223214285714285,0.0223214285714285,0.0357142857142857,0.0803571428571428,fisk spenat
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.10,10,2025,2025-03-06,Torsdag,nudlar kycklingwok,,400.0,528.0,528.0,4.0,4.0,9.0,17.0,0.0189393939393939,0.0189393939393939,0.0426136363636363,0.0804924242424242,nudlar kycklingwok
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.10,10,2025,2025-03-07,Fredag,moussaka,,400.0,560.0,560.0,3.0,5.0,12.0,20.0,0.0133928571428571,0.0223214285714285,0.0535714285714285,0.0892857142857142,moussaka
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.11,11,2025,2025-03-10,Måndag,Het tomatgryta,,400.0,524.0,524.0,4.0,4.0,11.0,19.0,0.0190839694656488,0.0190839694656488,0.0524809160305343,0.090648854961832,het tomatgryta
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.11,11,2025,2025-03-11,Tisdag,fiskgratänf,,400.0,489.0,489.0,4.0,5.0,13.0,22.0,0.0204498977505112,0.025562372188139,0.0664621676891615,0.1124744376278118,fiskgratänf
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.11,11,2025,2025-03-12,Onsdag,rotfruktspytt,,400.0,591.0,591.0,5.0,4.0,11.0,20.0,0.021150592216582,0.0169204737732656,0.0465313028764805,0.0846023688663282,rotfruktspytt
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.11,11,2025,2025-03-13,Torsdag,Gulashsoppa,,400.0,564.0,564.0,4.0,4.0,8.0,16.0,0.0177304964539007,0.0177304964539007,0.0354609929078014,0.0709219858156028,gulashsoppa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.11,11,2025,2025-03-14,Fredag,Lasagne,,400.0,496.0,496.0,5.0,4.0,9.0,18.0,0.0252016129032258,0.0201612903225806,0.0453629032258064,0.0907258064516129,lasagne
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.12,12,2025,2025-03-17,Måndag,Spaghetti het sås,,400.0,600.0,600.0,4.0,5.0,12.0,21.0,0.0166666666666666,0.0208333333333333,0.05,0.0875,spaghetti het sås
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.12,12,2025,2025-03-18,Tisdag,Chilipanna,,400.0,506.0,506.0,5.0,5.0,12.0,22.0,0.0247035573122529,0.0247035573122529,0.0592885375494071,0.108695652173913,chilipanna
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.12,12,2025,2025-03-19,Onsdag,Sprödbakad fisk,,400.0,496.0,496.0,5.0,6.0,9.0,20.0,0.0252016129032258,0.0302419354838709,0.0453629032258064,0.1008064516129032,sprödbakad fisk
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.12,12,2025,2025-03-20,Torsdag,Blomkålssoppa,,400.0,540.0,540.0,4.0,4.0,7.0,15.0,0.0185185185185185,0.0185185185185185,0.0324074074074074,0.0694444444444444,blomkålssoppa
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.12,12,2025,2025-03-21,Fredag,kalkonsnitzel,,400.0,668.0,668.0,6.0,5.0,11.0,22.0,0.0224550898203592,0.0187125748502994,0.0411676646706586,0.0823353293413173,kalkonsnitzel
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.13,13,2025,2025-03-24,Måndag,Wienerkorv,,400.0,528.0,528.0,3.0,5.0,11.0,19.0,0.0142045454545454,0.0236742424242424,0.0520833333333333,0.0899621212121212,wienerkorv
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.13,13,2025,2025-03-25,Tisdag,Panerad fisk,,400.0,624.0,624.0,4.0,4.0,13.0,21.0,0.016025641025641,0.016025641025641,0.0520833333333333,0.0841346153846153,panerad fisk
Jonstorpsskolan,Jonstorpsskolan,Jonstorpsskolan.xlsx,v.13,13,2025,2025-03-26,Onsdag,Veg chili con carne,,400.0,592.0,592.0,5.0,4.0,12.0,21.0,0.0211148648648648,0.0168918918918918,0.0506756756756756,0.0886824324324324,veg chili con carne
